Geneid	Neg1	Neg2	Neg3	Pos1	Pos2	Pos3
KCNIP4	16	20	19	16	29	21
RP11-362J17.1	2	2	1	1	1	3
RP11-120A1.1	0	0	0	0	0	0
RP11-556G22.3	0	0	0	0	0	0
RP11-556G22.1	0	0	0	0	0	0
RP11-556G22.2	0	0	0	0	0	0
KCNIP4-IT1	1	0	1	0	0	1
RP11-17E2.2	4	5	0	7	6	2
RNU6-420P	0	0	0	0	0	0
ADGRA3	752	698	688	857	712	562
AC098583.1	0	0	0	0	0	0
RP11-10G12.1	5	8	4	10	8	5
RP11-10G12.2	0	0	0	0	0	1
GBA3	2	4	3	2	2	1
CDC42P6	18	35	31	38	25	44
RP11-412P11.1	0	0	0	0	0	0
RP11-552M14.1	0	0	0	0	0	0
RP11-453O5.1	0	0	0	0	0	0
RFPL4AP3	0	0	0	0	0	0
RP11-380P13.1	0	0	0	0	0	0
ERVH-1	8	1	7	0	0	2
PPARGC1A	3	1	1	9	13	15
RP13-497K6.1	0	1	0	0	0	0
AC092846.1	0	0	0	0	0	0
DHX15	15771	13713	12613	17961	14086	10657
MIR573	0	4	2	2	3	1
RN7SL16P	0	0	0	0	2	1
ATP5LP3	6	2	3	8	6	9
RP11-496D24.2	0	0	0	0	0	0
AC006390.4	0	0	0	0	0	0
HNRNPA1P65	1	3	3	2	2	1
SOD3	0	2	2	4	1	2
CCDC149	22	16	12	25	25	14
LGI2	13	16	7	13	7	6
SEPSECS	259	284	283	453	298	345
SEPSECS-AS1	27	24	33	41	35	29
PI4K2B	176	94	175	194	138	88
RP11-660M5.1	0	0	0	0	0	1
ZCCHC4	837	920	831	954	894	776
AC108218.1	0	0	0	0	0	0
ANAPC4	1351	1225	1202	1273	1044	970
RP11-206P5.1	0	0	0	0	0	0
RP11-206P5.2	0	0	0	0	0	0
RNU7-126P	0	0	0	0	0	0
RP11-302F12.3	0	0	0	0	0	0
RP11-302F12.2	1	3	1	1	1	4
SLC34A2	16	8	15	5	3	2
RP11-302F12.1	0	3	0	1	1	3
RP11-302F12.4	0	1	1	0	0	1
MTND4P9	0	0	0	0	0	0
RP11-302F12.7	0	0	0	0	0	0
MTND3P5	0	0	0	0	0	0
RP11-302F12.5	0	0	0	0	0	0
SEL1L3	110	40	88	14	14	14
RP11-302F12.10	0	0	0	0	0	0
SMIM20	527	572	675	577	439	556
RP13-494C23.1	0	0	0	0	0	0
RP11-324H7.1	0	0	0	0	0	0
RBPJ	5039	5626	5255	5807	5095	5059
CCKAR	0	0	0	0	0	0
TBC1D19	230	239	223	410	305	391
AC093807.1	0	0	0	0	0	0
AC093807.2	0	0	0	0	0	0
SNORD74	0	1	0	1	4	1
STIM2	663	788	579	1164	772	698
RP11-293A21.1	5	5	16	6	9	8
RP11-293A21.2	0	2	1	0	0	0
RP11-415C15.1	0	0	0	0	0	0
AC024132.1	0	0	0	0	0	0
RP11-415C15.2	0	0	0	0	0	0
RP11-415C15.3	3	0	1	9	3	3
IGBP1P5	1	0	1	0	0	0
AC007106.1	0	0	0	0	0	0
RP11-180C1.1	3	0	2	0	0	2
RP11-123O22.1	0	2	2	0	3	2
RN7SL101P	0	0	0	0	0	0
AC096566.1	0	0	0	0	0	0
MESTP3	5	19	15	7	10	15
RP11-292B1.2	2	0	0	0	0	0
RP11-769N22.2	0	0	0	0	0	0
RP11-769N22.1	0	0	0	0	0	0
RP11-472K22.1	0	0	0	0	1	0
RP11-472K22.2	0	0	0	0	1	0
RP11-68D16.1	0	0	0	0	0	0
RP11-68D16.2	0	0	0	0	0	0
EEF1A1P21	0	1	0	2	0	1
AC109351.1	1	1	0	0	0	0
RP11-390C19.1	0	0	0	0	0	0
RPS3AP17	0	0	0	0	0	0
RP11-174E22.2	0	0	0	0	1	0
PCDH7	565	431	343	2073	1083	835
RP11-619J20.1	2	0	0	3	0	1
RP11-93M12.1	1	1	0	2	4	4
RP11-617I14.1	0	0	0	0	0	0
AC104071.1	0	0	0	0	0	0
RP11-315A17.1	0	0	0	2	0	0
RP11-665I14.1	0	0	0	0	0	0
RP11-734I18.1	4	8	6	22	15	33
RP11-240A16.1	0	0	0	0	0	0
RP11-141P6.1	0	0	2	1	0	2
RP11-638O6.1	0	0	0	0	0	0
RP11-802H3.1	0	0	0	0	0	0
RP11-802H3.2	0	0	0	0	0	0
AC079772.1	0	0	0	0	0	0
RP11-79E3.3	0	1	0	0	0	2
RP11-79E3.2	0	0	0	0	0	0
RP11-79E3.1	4	4	4	7	3	5
RP11-548L20.1	0	0	0	0	0	0
AC093786.1	0	0	0	0	0	0
RP11-725M22.1	0	0	0	0	0	0
RP11-768G3.1	0	0	0	0	0	0
SEC63P2	0	0	0	0	0	0
RNU6-573P	0	0	0	0	0	0
ARAP2	8	1	3	1	3	1
RP11-640B6.1	0	0	0	0	0	0
RP11-431M7.3	0	0	0	0	0	0
DTHD1	0	0	0	0	0	0
RP11-431M7.2	0	0	0	0	0	0
RP11-722M1.1	0	0	0	0	0	0
RP11-698E18.1	0	0	0	0	0	0
RP11-103J17.2	0	0	0	0	0	0
RP11-103J17.1	0	0	0	0	0	0
MIR4801	0	0	0	0	0	0
NWD2	5	3	2	5	4	8
C4orf19	4	6	15	7	5	6
RP11-36B15.1	1	0	1	2	0	1
RELL1	28	25	29	38	35	38
AC108022.1	0	0	0	0	0	0
RP11-9D8.1	16	23	18	15	10	15
PGM2	1438	1365	1546	1870	1499	1634
GAFA3	1	0	1	0	0	1
RP11-177C12.1	1	6	3	1	4	3
TBC1D1	282	345	320	397	378	360
PTTG2	2	5	4	2	3	5
RP11-177C12.4	0	1	0	1	1	1
MRPS33P2	1	1	1	1	2	2
AC108933.1	0	0	0	0	0	0
AC098680.1	0	0	0	0	0	0
RP11-600L4.1	0	0	0	0	0	0
RP11-83C7.1	0	1	1	2	0	0
RP11-83C7.3	0	0	0	0	0	0
LINC01258	0	0	0	0	5	0
LINC01259	0	0	0	0	0	0
RP11-213G21.2	0	0	0	0	0	0
KLF3-AS1	6	4	10	6	9	13
RP11-617D20.2	0	0	0	0	0	2
KLF3	492	403	507	788	875	598
RNA5SP158	0	0	0	0	0	0
TLR10	0	0	0	0	2	0
TLR1	0	1	2	3	11	6
TLR6	7	4	7	20	50	31
AC108044.1	0	0	0	0	0	0
FAM114A1	892	1351	1282	2056	3130	2878
MIR574	0	0	0	0	0	0
TMEM156	0	2	0	2	0	2
KLHL5	303	225	279	324	285	204
RP11-360F5.1	2	1	0	4	2	2
RP11-360F5.3	2	1	2	0	4	2
WDR19	719	885	714	980	951	887
RFC1	3057	3372	3092	3064	2596	2876
RNU6-32P	73	42	44	38	41	40
RNU6-887P	0	0	1	0	0	0
KLB	69	42	38	29	44	35
MIR5591	0	0	0	0	0	0
RPL9	1350	1414	1086	1615	1324	956
LIAS	797	872	773	783	804	692
RP11-472B18.1	0	2	2	2	5	0
UGDH	6002	5476	5227	7258	5274	4361
UGDH-AS1	34	16	16	17	27	20
SMIM14	805	622	1132	544	665	591
RNU7-11P	0	0	0	0	0	0
RP11-539G18.3	12	13	11	9	10	28
UBE2K	3566	3152	3039	3256	2339	2317
RP11-539G18.1	7	2	4	1	1	4
RN7SL558P	5	1	1	2	3	8
ZBTB12P1	3	0	0	1	0	3
PDS5A	1960	1687	1871	2009	1541	1438
TCEB1P33	11	4	2	1	1	1
RNA5SP159	1	0	0	2	0	1
AC098591.1	3	0	1	3	0	1
RP11-333E13.2	68	73	54	50	51	88
PABPC1P1	104	83	74	73	116	82
KRT18P25	1	6	1	0	4	7
RP11-333E13.4	4	5	6	8	1	4
N4BP2	2108	1439	1729	2236	1602	1362
RNU6-1112P	0	0	1	0	0	2
RP11-395I6.1	0	0	0	0	0	0
RP11-395I6.3	39	20	34	41	32	36
RHOH	68	45	43	377	330	253
RP11-395I6.2	0	1	0	0	0	0
AC195454.1	2	3	0	3	3	2
CHRNA9	16	26	30	67	101	60
RNU7-74P	0	0	0	0	0	0
RBM47	283	111	345	116	85	91
RP11-588L15.2	2	2	0	1	0	1
AC098869.1	2	1	2	0	0	0
RP11-588L15.1	0	1	1	0	0	0
MIR4802	0	0	0	0	0	0
NSUN7	81	88	119	57	40	51
RP11-632F7.1	7	2	5	1	4	4
APBB2	641	679	645	595	572	409
RP11-632F7.3	2	0	0	0	0	0
RNA5SP160	0	0	0	0	1	0
RNU6-836P	0	0	0	1	0	0
RNU6-1195P	0	0	0	0	0	0
UCHL1-AS1	0	1	1	0	0	0
UCHL1	4003	3320	3836	3668	3061	3143
LIMCH1	542	491	577	1149	1466	1474
RP11-124A7.1	1	3	2	1	1	1
RP11-227F19.5	0	0	0	0	0	0
OR5M14P	0	0	0	0	0	0
PHOX2B	0	0	0	0	0	0
RP11-227F19.1	0	0	0	0	0	0
RP11-227F19.2	0	0	0	0	0	0
RNU1-49P	0	0	0	0	0	0
AC105389.1	0	0	0	0	0	0
HMGB1P28	4	2	2	1	3	7
LINC00682	0	0	1	0	0	0
RP11-457P14.5	0	0	0	0	0	0
RP11-457P14.6	0	1	0	0	0	0
TMEM33	12759	8571	10603	13370	10042	6176
DCAF4L1	81	31	64	51	48	25
RP11-814H16.2	3	0	3	1	1	3
SLC30A9	2820	2421	2896	3276	2117	2300
ATP1B1P1	2	6	0	5	7	5
BEND4	144	58	90	29	21	27
RP11-63A11.1	0	0	0	1	0	0
SHISA3	9	2	1	8	5	1
ATP8A1	34	24	43	21	9	14
AC084010.1	0	1	0	0	0	0
RPS7P7	2	2	0	3	1	2
CCNL2P1	0	0	0	0	1	0
RP11-109E24.2	0	0	0	1	2	0
RP11-109E24.1	0	0	0	2	0	1
RN7SKP82	0	0	0	0	0	0
GRXCR1	0	0	1	0	0	0
RP11-395F4.1	0	0	0	0	0	0
RP11-1E6.1	0	0	0	0	0	0
RP11-324J13.3	0	0	0	0	0	0
RP11-324J13.1	0	3	3	1	2	1
RP11-324J13.2	0	0	0	0	0	0
RP11-466J24.1	0	0	0	0	0	0
RN7SL691P	0	0	0	0	0	0
RN7SL193P	0	0	0	0	0	0
RP11-663P9.2	13	16	20	15	4	14
RP11-663P9.1	0	0	0	0	0	0
RP11-328N19.1	0	0	0	0	0	0
KCTD8	3	2	1	6	1	0
AC131951.1	0	0	0	0	0	0
RP11-500G9.1	0	0	0	0	0	0
YIPF7	0	1	1	1	2	5
GUF1	1232	1187	1236	1322	869	977
GNPDA2	597	501	600	841	656	478
RP11-700J17.1	9	7	3	9	5	3
RP11-700J17.2	0	0	0	0	0	0
RP11-55C6.1	0	0	0	0	0	0
PRDX4P1	0	0	0	0	0	0
RP11-362I1.2	0	0	0	0	0	0
RP11-362I1.1	0	0	0	0	0	0
PRKRIRP9	0	0	0	0	0	0
RP11-270L13.1	0	0	0	0	0	0
RNU6-931P	0	0	0	0	0	0
RN7SKP199	0	0	0	0	0	0
GABRG1	7	2	8	1	1	2
RP11-320H14.1	0	0	0	0	0	0
GABRA2	13	9	11	7	10	27
RP11-436F23.1	0	0	0	0	0	0
RNU6-412P	0	0	0	0	0	0
RAC1P2	0	8	3	5	8	7
COX7B2	1	0	1	0	0	0
GABRA4	0	3	2	1	2	1
GABRB1	0	1	0	1	0	0
RP11-731J8.2	4	2	8	5	3	1
COMMD8	1393	1385	1608	1819	1204	1183
ATP10D	119	156	131	129	143	133
RP11-731J8.1	1	2	0	0	2	1
AC092597.3	1	0	0	0	0	0
CORIN	95	103	48	56	95	59
MIR8053	0	0	0	0	0	0
RP11-100N21.1	27	24	33	28	15	59
RP11-121C2.2	245	153	163	130	126	87
NFXL1	642	455	580	488	299	408
NIPAL1	89	63	94	59	39	51
CNGA1	16	6	10	3	2	3
AC107068.1	0	0	0	0	0	0
TXK	3	3	9	6	3	1
RNU6-838P	0	0	0	0	0	0
TEC	59	68	99	86	69	99
SLAIN2	376	286	368	427	342	273
SLC10A4	25	15	15	13	8	12
ZAR1	0	0	1	0	0	0
FRYL	1097	976	966	1007	990	962
RNU5E-3P	0	0	0	0	0	0
OCIAD1	5749	5608	5457	6741	5239	4997
OCIAD1-AS1	8	4	0	1	1	1
OCIAD2	1636	1276	1728	745	660	791
RNU6-158P	0	0	0	0	0	1
RP11-317G22.2	0	0	0	0	0	0
CWH43	0	0	0	0	0	0
TPI1P4	0	2	4	2	2	5
AC118282.3	0	0	0	0	0	0
AC118282.2	0	0	0	0	0	0
AC118282.1	0	0	0	0	0	0
RP11-1281K21.2	0	0	0	0	0	0
AC118282.4	0	0	0	0	0	0
RP11-1281K21.3	0	0	0	0	0	0
RP11-1281K21.8	0	0	0	0	0	0
SNX18P23	0	0	0	0	0	0
RP11-1281K21.1	0	0	0	0	0	0
RP11-1281K21.6	0	0	0	0	0	0
RP11-1281K21.7	0	0	0	0	0	0
RP11-241F15.1	0	0	0	0	0	0
ANKRD20A17P	0	0	0	0	0	1
RP11-241F15.3	0	0	0	0	0	0
RP11-241F15.5	0	0	0	0	0	0
RP11-1281K21.9	0	0	0	0	0	0
RP11-1281K21.10	0	0	0	0	0	0
RP11-241F15.6	0	0	0	0	0	0
RP11-241F15.7	0	0	0	0	0	0
RP11-241F15.9	0	0	0	0	0	0
SNX18P24	0	0	0	0	0	0
RP11-241F15.10	0	0	0	0	0	0
AC119751.5	0	0	0	0	0	0
SNX18P25	0	0	0	0	0	0
AC119751.1	0	0	0	0	0	0
AC119751.3	0	0	0	0	0	0
AC119751.2	0	0	0	0	0	0
AC119751.4	0	0	0	0	0	0
DCUN1D4	3594	2921	3259	4344	3102	2700
DUTP7	3	7	4	7	5	6
RP11-365H22.2	4	4	7	4	1	5
RP11-61F5.1	0	0	1	0	0	0
LRRC66	7	4	7	1	5	8
SGCB	3290	3445	3090	4555	3708	3578
RP11-535C7.1	0	0	0	0	0	0
SPATA18	89	69	88	127	107	114
RP11-588F10.1	5	1	0	0	2	0
RNU6-1252P	0	0	0	0	0	0
USP46	1569	1460	1226	1818	1288	1050
USP46-AS1	10	3	5	7	6	6
RP11-177B4.2	0	1	0	0	0	1
DANCR	8855	9350	6546	10687	9664	6362
MIR4449	0	0	0	0	0	0
RP11-177B4.1	39	22	32	36	64	37
ERVMER34-1	826	862	629	753	662	520
AC104066.1	0	0	0	0	0	0
RP11-752D24.3	6	0	3	0	0	5
RASL11B	702	489	633	367	251	299
SCFD2	564	680	398	875	733	497
RP11-752D24.2	0	0	0	0	1	1
RNU6-310P	0	0	1	1	1	1
FIP1L1	784	757	698	711	744	628
RP11-231C18.3	0	0	0	0	0	0
LNX1	36	25	51	39	40	40
LNX1-AS1	0	0	0	0	2	0
RP11-18M17.1	0	1	0	1	0	2
LNX1-AS2	2	2	1	2	1	1
AC095040.1	0	0	0	0	0	0
RP11-317M11.1	4	13	6	3	8	3
RP11-89B16.1	0	2	0	0	0	0
RP11-89B16.2	0	0	0	0	0	0
RPL21P44	10	3	9	5	5	10
RP11-571I18.4	0	0	2	0	2	0
CHIC2	251	208	255	337	118	168
RP11-571I18.5	4	2	1	5	6	2
RP11-571I18.2	0	0	0	0	0	1
MORF4L2P1	0	0	0	0	1	0
GSX2	2	0	1	0	1	0
RP11-601I15.1	3	6	0	1	1	4
PDGFRA	1235	1374	897	1041	1201	1141
AC098587.1	0	0	0	0	0	0
RP11-231C18.1	0	0	0	0	0	0
RP11-231C18.2	0	0	0	0	0	0
RP11-545H22.1	0	0	0	0	0	0
AC006552.1	0	0	0	0	1	3
KIT	373	265	448	400	353	384
RP11-273B19.2	0	0	0	0	0	0
RP11-273B19.1	0	0	0	0	0	0
RP11-463H12.2	0	0	0	0	0	0
RPL38P3	2	3	0	1	1	3
AC111194.1	0	0	0	0	0	0
RNU6-410P	0	0	0	0	0	0
RP11-530I17.1	6	4	4	7	7	7
RN7SL424P	0	0	0	0	0	0
KDR	6512	4570	4137	13797	8270	8221
RN7SL822P	0	0	0	0	1	0
RP11-530I17.2	0	0	0	0	0	0
RNU6-746P	0	0	0	0	0	0
LRRC34P2	0	0	0	0	0	0
SRD5A3	480	414	403	689	454	434
FCF1P8	0	0	2	2	3	2
SRD5A3-AS1	17	6	15	17	19	16
RP11-177J6.1	1	2	3	6	3	1
TMEM165	699	453	626	696	496	547
CLOCK	1191	1098	981	1157	989	844
RN7SKP30	2	1	2	1	2	6
RP11-528I4.2	1	2	3	3	4	0
PDCL2	11	2	8	3	2	0
NMU	73	97	128	23	23	55
RNU6-276P	0	0	0	0	0	0
RP11-345F18.1	4	6	11	1	4	5
EXOC1	1236	1246	1291	1529	1170	1279
RNU6-652P	2	2	3	1	2	2
AC110611.1	0	0	0	0	0	0
CEP135	808	597	588	830	424	435
KIAA1211	34	28	34	15	29	20
RNA5SP161	0	0	0	0	0	0
AC092627.1	0	0	0	0	0	0
RNU6-197P	0	1	2	0	0	2
MRPL22P1	1	0	2	0	0	2
AASDH	768	874	759	709	695	747
RPL7AP31	3	2	4	0	2	2
RP11-646I6.5	11	22	16	20	11	13
PPAT	5509	4886	5120	5251	4083	3561
RP11-646I6.6	4	5	3	4	5	3
PAICS	32900	37190	32561	38148	33089	29878
SRP72	10196	12694	10288	12435	12071	10952
ARL9	104	239	131	72	122	92
THEGL	12	13	11	1	13	18
GLDCP1	2	4	1	0	3	0
HOPX	269	682	543	562	1581	1330
RP11-630A13.4	5	9	5	12	10	12
RPL17P20	1	0	0	0	0	1
RP11-533F5.2	8	6	1	9	0	4
RN7SL492P	0	0	0	0	0	0
AC022483.1	0	0	0	0	0	0
RN7SL357P	0	0	0	0	0	0
SPINK2	34	58	74	22	29	31
REST	3127	2541	3161	2912	2617	2309
RP11-738E22.3	68	42	41	61	45	35
NOA1	223	237	278	266	182	253
POLR2B	7675	8940	6988	9665	7428	6455
RNU6-998P	1	0	0	0	0	2
IGFBP7	13	8	20	19	34	40
UBE2CP3	1	2	0	0	2	0
IGFBP7-AS1	1	3	0	1	1	1
RP11-300M6.1	4	0	2	0	1	4
RPS26P24	0	0	0	0	0	0
RP11-319E12.1	0	0	0	0	0	0
RP11-319E12.2	0	1	0	1	0	1
RP11-685F15.1	0	0	0	0	0	0
RP11-4O3.1	0	0	0	0	0	0
RP11-4O3.2	0	0	0	0	0	0
SRIP1	1	0	0	0	0	0
RP11-25L5.2	0	0	0	0	0	0
RP11-577G20.1	0	0	0	0	0	0
RP11-577G20.2	0	0	0	0	0	0
RP11-506N2.1	0	0	0	0	0	0
RP11-340A13.2	0	0	0	0	0	0
RP11-340A13.1	0	0	0	0	0	0
RP11-340A13.3	0	0	0	0	0	0
RP11-622J8.1	0	0	0	0	0	0
RP11-725D20.1	0	0	0	0	0	0
RP11-525J21.1	0	0	0	0	0	0
RNU6-1325P	0	0	0	0	0	0
AC095061.1	0	0	0	0	0	0
RP11-593F5.2	0	0	0	0	0	0
RP11-593F5.1	0	0	0	0	0	0
MIR548AG1	0	0	0	0	0	0
RP11-16N2.1	0	0	0	0	1	0
ADGRL3	183	62	91	110	142	63
RPL17P19	0	0	0	0	0	1
RP11-798L4.1	1	0	0	0	1	2
RP11-621K7.1	2	1	3	1	3	2
ADGRL3-AS1	0	0	0	0	0	0
RPS15AP17	26	50	36	38	13	50
AC007511.1	0	0	0	0	0	0
RPL21P47	0	1	0	0	0	0
RP11-30P21.2	0	0	0	0	0	0
RP11-26C10.1	0	0	0	0	0	0
HMGN1P11	2	1	0	0	0	1
AC110810.1	0	0	0	0	0	0
EXOC5P1	5	1	6	2	5	3
RP11-257A22.1	0	0	0	0	0	0
LARP1BP1	0	0	1	0	0	0
RP11-12K22.1	0	0	2	0	0	0
TECRL	15	123	170	101	483	464
RNU6-191P	0	0	0	0	0	0
DPP3P1	0	0	3	1	2	5
RP11-63H19.1	0	0	0	0	0	0
RP11-63H19.2	0	2	1	1	0	0
MTND6P16	0	0	0	0	0	0
MTND5P13	0	0	0	0	0	2
RP11-63H19.5	0	0	0	0	0	0
RP11-63H19.8	0	0	0	0	0	0
RP11-63H19.6	1	1	0	0	0	0
RP11-158O16.1	0	0	0	0	0	0
RP11-707A18.1	0	0	0	1	1	0
RP11-633G11.1	0	0	0	0	0	0
EFTUD1P2	0	0	0	0	0	0
RP11-498E11.2	0	0	0	0	0	0
EPHA5	3	1	0	3	0	1
RP11-408P14.1	8	18	19	19	11	20
EPHA5-AS1	0	0	1	3	0	3
RP11-807H7.2	0	1	0	1	0	0
RNU2-40P	0	0	0	0	0	0
RP11-51P8.1	0	0	0	0	0	0
RP11-25H12.1	7	8	13	7	9	15
RP11-19C24.1	0	0	1	0	0	1
RP11-396M11.1	4	4	0	4	2	4
MIR1269A	0	0	0	0	0	0
RPS23P3	0	0	0	0	0	1
RNU6-699P	0	0	0	0	0	0
RP11-584P21.2	17	7	10	27	18	24
RNU1-63P	2	1	0	1	1	0
RP11-584P21.4	0	1	1	0	0	0
CENPC	1009	1198	1129	1498	1128	1146
STAP1	0	0	0	1	2	0
RP11-17P16.1	3	6	2	4	7	3
UBA6	4620	3527	4694	5904	4443	3438
RP11-17P16.2	0	0	0	0	0	0
UBA6-AS1	245	232	203	291	313	278
ST3GAL1P1	1	1	1	1	1	2
RP11-453E17.3	11	0	7	7	1	3
RP11-453E17.4	3	2	1	0	4	1
GNRHR	2	2	2	1	8	8
TMPRSS11CP	2	1	2	2	2	2
TMPRSS11D	0	0	0	1	2	1
TMPRSS11A	1	2	1	2	1	1
TMPRSS11GP	0	0	0	0	0	0
RNU6-95P	0	0	0	0	0	0
GCOM2	1	2	1	2	1	3
TMPRSS11F	1	1	0	0	0	0
SYT14P1	0	0	0	0	0	0
FTLP10	0	0	0	0	0	0
TMPRSS11BNL	0	0	0	0	0	0
TMPRSS11B	3	0	0	0	2	0
RP11-642E20.5	0	0	2	0	0	0
RP11-642E20.2	0	0	0	0	0	0
RP11-642E20.3	0	0	0	0	0	1
APOOP4	1	5	2	1	1	2
YTHDC1	127	158	100	126	140	104
MT2P1	0	0	0	0	0	0
TMPRSS11E	84	72	60	49	54	29
UGT2B29P	0	0	0	0	0	0
UGT2B17	65	96	46	82	61	33
UGT2B15	1	2	2	1	4	0
RP11-1267H10.2	0	0	0	1	0	0
RP11-1267H10.1	0	0	0	0	0	0
RP11-1267H10.3	0	0	0	0	0	0
RP11-1267H10.4	0	0	0	0	0	0
CTD-2005D20.1	0	0	0	0	0	0
RP11-468N14.1	0	0	0	0	0	0
UGT2B10	0	0	0	0	0	0
RP11-468N14.3	0	0	0	0	0	0
RP11-468N14.4	0	0	0	0	0	0
RP11-468N14.5	0	0	0	0	0	0
RP11-468N14.6	0	0	0	0	0	0
RP11-468N14.7	0	0	0	0	0	0
RP11-468N14.13	0	0	0	0	0	0
RP11-468N14.8	0	0	0	0	0	0
RP11-468N14.09	0	0	0	0	0	0
UGT2A3	0	0	0	0	0	0
RP11-468N14.10	0	0	0	0	0	0
RP11-468N14.12	0	0	0	0	0	0
RP11-468N14.11	0	0	0	0	0	0
UGT2B11	101	153	78	268	159	88
UGT2B27P	0	0	0	0	0	0
RP11-813N20.2	0	0	0	0	0	0
UGT2B26P	0	0	0	0	0	0
UGT2B7	3	8	5	8	13	16
RP13-644M16.5	0	0	0	0	0	0
RP13-644M16.1	0	0	0	0	0	0
RP13-644M16.3	0	0	0	0	0	0
RP13-644M16.2	0	0	0	0	0	0
RP13-644M16.4	0	0	0	0	0	0
RP11-704M14.1	2	1	0	6	2	0
RP11-704M14.2	0	0	0	0	0	0
RP11-618I10.1	2	0	1	0	0	1
UGT2B28	0	1	0	1	0	0
RP11-618I10.4	0	0	0	0	0	0
RP11-618I10.2	0	0	0	0	0	0
RP11-618I10.3	0	0	0	0	0	0
UGT2B25P	0	0	0	0	0	0
RP11-790I12.6	0	0	0	0	0	0
UGT2B24P	0	1	0	0	1	1
RP11-790I12.3	0	0	0	0	0	0
RP11-790I12.4	0	0	0	0	0	0
AC108078.1	0	0	0	0	0	0
UGT2B4	2	2	1	5	1	1
UGT2A3P7	0	0	0	0	0	0
RP11-401E5.2	0	0	0	0	0	0
UGT2A1	10	10	24	3	1	10
UGT2A2	0	0	0	0	0	0
SULT1B1	0	2	0	0	1	3
SULT1D1P	5	5	1	2	3	8
SULT1E1	3	2	6	2	2	3
RP11-736K12.1	0	0	0	0	0	0
CSN1S1	0	1	0	0	0	0
CSN2	0	0	0	0	1	0
STATH	0	0	1	0	1	0
AC063956.1	0	0	0	0	0	0
HTN3	2	6	4	13	47	32
HTN1	0	0	8	8	39	15
CSN1S2AP	0	0	0	0	1	0
PRR27	0	0	0	0	0	0
ODAM	56	122	140	297	259	131
FDCSP	0	0	0	1	0	0
CSN3	0	0	0	0	1	2
CABS1	3	6	1	2	6	5
SMR3A	0	0	0	0	0	0
SMR3B	0	0	0	0	0	0
PROL1	0	0	0	0	0	0
MUC7	2	0	3	2	0	3
AMTN	0	0	0	0	0	0
AMBN	20	8	11	5	4	10
ENAM	0	0	0	0	1	0
JCHAIN	1	0	0	0	0	0
UTP3	1230	1424	1062	1490	1328	1129
RNU6-520P	0	0	0	0	0	0
RNU6-784P	0	0	1	0	0	0
RP11-46J23.1	3	2	0	1	1	2
RUFY3	330	363	331	402	377	374
GRSF1	2785	2478	2480	2901	2030	2262
RNU6-891P	0	0	0	1	0	0
MOB1B	506	381	464	703	476	375
DCK	1349	1041	1176	1522	896	858
SLC4A4	9	8	10	31	35	28
RP11-1J11.1	0	0	1	0	0	0
LDHAL6EP	0	0	0	0	2	1
GC	1	1	2	0	0	1
RNA5SP163	0	0	0	0	0	0
RP11-545L5.1	0	0	0	0	0	0
NPFFR2	217	155	144	94	121	88
ADAMTS3	333	223	243	372	329	253
RP11-373J21.1	0	1	0	1	1	2
AC095056.1	0	0	0	0	0	0
HNRNPA1P67	7	8	6	0	7	4
RNU4ATAC9P	0	0	0	0	0	0
RNU6ATAC5P	0	0	0	0	0	0
COX18	650	468	561	611	616	448
ANKRD17	2665	3103	2233	2738	3174	2260
HMGA1P2	2	1	2	2	0	5
RP11-692D12.1	5	6	5	2	2	4
SNORA3	4	2	3	1	2	3
RP11-580P21.1	0	0	0	0	0	0
ALB	1	0	0	3	2	1
AFP	332	765	386	925	754	518
AFM	21	39	16	21	25	8
RP11-622A1.2	1	0	0	0	0	1
RP11-622A1.1	0	1	0	1	0	0
RASSF6	5	3	5	0	6	16
AC112518.3	0	0	0	0	0	0
CXCL8	0	0	0	0	0	1
RP11-447E20.1	0	0	0	0	0	0
CXCL6	7	1	8	1	3	1
PPBPP1	0	0	0	0	0	0
PF4V1	0	0	1	1	0	0
CXCL1	2	1	2	0	0	1
HNRNPA1P55	4	4	4	5	7	9
CXCL1P	0	0	0	0	0	0
PF4	3	2	7	1	1	0
PPBP	0	0	0	0	0	0
CXCL5	83	42	74	44	23	27
RN7SL218P	0	0	0	0	0	0
CXCL3	12	11	11	6	8	10
PPBPP2	0	0	0	0	0	0
RP11-629B11.4	4	5	1	8	3	7
CXCL2	8	3	1	11	2	5
MTHFD2L	374	217	373	561	248	226
RP11-629B11.5	16	39	22	47	43	36
EPGN	1	0	1	3	1	0
AC097470.1	0	0	0	0	0	0
EREG	3	3	6	5	2	0
RP11-727M10.1	0	0	0	0	0	0
AREG	0	2	4	4	9	5
AC142293.3	0	0	0	0	0	0
BTC	2	0	1	0	1	2
HSPE1P23	0	0	0	0	0	0
PARM1	26	34	40	287	305	141
RP11-44F21.3	0	0	0	0	0	0
RP11-44F21.2	0	0	0	1	0	0
RP11-44F21.5	46	22	94	15	12	27
RP11-44F21.4	0	0	1	1	0	1
RP11-598G2.1	0	0	0	0	0	0
RP11-542G1.1	2	0	2	1	0	0
RP11-542G1.2	2	2	1	3	1	3
RP11-542G1.3	0	0	0	0	0	0
RP11-567N4.2	0	0	0	3	0	1
RP11-567N4.3	13	2	7	3	4	1
RCHY1	2322	1771	2143	2473	1963	1320
THAP6	928	817	862	995	832	688
