GeneID	IWP	HED	HER	CD184
AC012075.1	NA	NA	NA	NA
AC012075.2	NA	NA	NA	NA
AC012078.2	NA	NA	NA	NA
AC012119.1	NA	NA	NA	NA
AC012123.1	-0.603257447	-1.33452064	-1.627622493	-1.324534114
AC012146.7	0.207045094	0.061085712	0.002882651	-0.054845998
AC012150.1	NA	NA	NA	NA
AC012168.1	NA	NA	NA	NA
AC012175.1	NA	NA	NA	NA
AC012181.1	NA	NA	-0.726713286	NA
AC012181.2	NA	NA	NA	NA
AC012306.2	NA	NA	NA	NA
AC012307.2	NA	NA	NA	NA
AC012314.19	NA	NA	NA	NA
AC012314.20	NA	NA	NA	NA
AC012314.8	NA	-2.318422913	NA	NA
AC012322.1	NA	NA	NA	NA
AC012353.1	NA	NA	NA	NA
AC012354.6	NA	-2.199395941	-1.662104928	-1.659969421
AC012354.8	0.256676175	0.086738615	0.227998549	0.1043543
AC012358.4	-0.684741551	-0.775948569	-0.882237332	-0.51593194
AC012358.7	0.031859002	-0.032176671	0.047770412	0.045924605
AC012358.8	-0.435106475	-0.422729192	-0.42882425	-0.359218091
AC012360.1	NA	NA	NA	NA
AC012360.4	NA	-1.227168329	NA	-1.265992939
AC012360.6	-1.260905778	-0.333419455	-0.52384287	-0.14191422
AC012361.1	NA	NA	NA	NA
AC012362.3	NA	NA	NA	-1.614990904
AC012363.1	-0.412570597	-0.602628415	-0.026406889	-0.543643698
AC012363.10	-1.178364496	-1.133704813	-0.885298062	NA
AC012363.13	NA	NA	-1.484234534	-0.876658683
AC012363.2	0.561238337	0.365464437	-0.046043085	0.86630205
AC012363.4	-1.497713253	NA	NA	NA
AC012363.7	-1.154247341	-1.034702619	-0.695479894	-0.74596156
AC012363.8	-0.793714186	-0.978087595	-0.827484572	-0.998627943
AC012365.1	-0.630054542	-0.28896559	NA	NA
AC012365.3	NA	-0.947284368	-1.101697611	NA
AC012368.1	-0.806584416	-0.698929614	-0.981348665	-0.694303183
AC012370.2	-0.104815576	-0.082514767	-0.044450254	0.140350967
AC012370.3	-1.819687095	NA	NA	NA
AC012414.1	NA	NA	NA	NA
AC012442.5	-0.107134008	0.056129113	-0.150034985	-0.09314917
AC012442.6	0.065145737	-0.043290838	-0.119466163	-0.032764484
AC012445.1	NA	NA	NA	NA
AC012451.1	NA	NA	NA	NA
AC012454.4	-1.735868489	-1.111974089	-1.260643377	-0.875692925
AC012456.3	NA	NA	-1.945416588	-1.846028747
AC012456.4	NA	NA	-1.488904413	NA
AC012462.1	-0.265231232	0.062677057	-0.240588197	-0.506477974
AC012462.2	NA	-1.615992376	-1.624736804	NA
AC012462.3	NA	NA	NA	NA
AC012476.1	NA	NA	NA	-0.352994506
AC012485.2	NA	-1.136220643	NA	-1.009121318
AC012493.1	NA	NA	NA	NA
AC012494.1	NA	-1.415857842	NA	NA
AC012497.2	NA	NA	NA	NA
AC012499.1	-0.598726753	-0.827652758	-0.743563427	-1.259024886
AC012500.1	NA	NA	NA	NA
AC012501.2	-0.329303499	-1.100450579	-1.114758897	-0.931519131
AC012501.3	-0.029882189	-0.685997002	-0.546152074	-0.482763443
AC012506.1	NA	NA	NA	NA
AC012506.2	NA	NA	NA	NA
AC012506.3	NA	NA	NA	NA
AC012506.4	NA	NA	-1.129746447	NA
AC012507.3	-1.625340702	NA	-2.095009758	-1.487433906
AC012507.4	NA	NA	NA	NA
AC012512.1	-0.416923636	-0.32894425	-0.257831023	-0.231876969
AC012513.4	0.374790263	0.167662994	0.110917349	0.362514059
AC012513.6	NA	-1.091507133	-1.634257614	-1.115612546
AC012531.25	-2.2386454	-2.198586445	NA	-1.59156725
AC012593.1	NA	NA	NA	-2.366409406
AC012594.1	-1.429974405	-1.869790653	-1.405814117	NA
AC012603.1	NA	NA	NA	NA
AC012603.2	NA	NA	NA	NA
AC012613.2	-2.093401132	-2.330698044	-2.069663508	-1.354386362
AC012627.1	-0.702605209	-0.59163303	-0.600377459	-0.150707526
AC012640.1	NA	NA	NA	NA
AC012667.1	NA	NA	NA	NA
AC012668.1	NA	NA	NA	NA
AC012668.2	-1.004940799	-1.095535272	-1.176366886	-1.08719102
AC012668.3	NA	NA	NA	NA
AC012671.1	NA	NA	NA	NA
AC012671.2	-0.356124499	NA	NA	NA
AC012671.3	NA	NA	NA	NA
AC012671.4	NA	NA	NA	NA
AC013248.2	NA	NA	NA	NA
AC013251.1	NA	NA	-0.540382587	NA
AC013262.1	NA	NA	NA	-1.041954251
AC013264.2	NA	NA	-1.068266273	-0.997535112
AC013267.1	0.066250686	-0.144828515	-0.147182056	-0.028632196
AC013268.1	NA	NA	NA	NA
AC013268.3	-2.104281532	NA	-2.07451898	-1.748419184
AC013268.4	NA	NA	NA	NA
AC013269.3	NA	NA	NA	NA
AC013269.4	NA	NA	NA	NA
AC013269.5	NA	NA	NA	NA
AC013271.3	NA	NA	NA	NA
AC013275.2	-1.060767283	-0.854957975	-1.553099078	-0.935321912
AC013286.1	0.319103439	0.082987272	0.377306215	0.210905539
AC013399.3	-0.111259241	-0.097148087	-0.301552098	-0.19607409
AC013401.1	NA	NA	NA	NA
AC013401.2	NA	NA	NA	NA
AC013402.1	NA	NA	NA	NA
AC013402.3	NA	NA	NA	NA
AC013402.4	NA	NA	NA	NA
AC013402.5	-1.46793487	-1.448501289	NA	-1.479486582
AC013403.13	NA	NA	NA	NA
AC013404.1	NA	NA	NA	-1.036753058
AC013406.1	NA	NA	-0.64372671	NA
AC013409.1	-0.668362015	NA	NA	NA
AC013410.1	-1.562349051	NA	-1.804918492	-1.254043164
AC013410.2	-1.022168066	0.080672726	-0.189657195	-0.561808981
AC013429.4	NA	NA	NA	NA
AC013429.5	0.413287042	-0.41706376	-0.353817886	0.042596858
AC013436.6	NA	NA	NA	NA
AC013437.2	NA	NA	NA	NA
AC013437.4	NA	NA	NA	NA
AC013437.6	NA	-1.323119867	NA	-1.494251922
AC013437.7	-0.93727659	-0.82660067	-1.055315173	-0.604778965
AC013439.4	-1.051094247	-1.067796968	NA	-0.873194375
AC013442.1	NA	NA	NA	NA
AC013444.1	NA	NA	NA	NA
AC013444.2	-0.774298433	NA	NA	NA
AC013448.1	NA	NA	NA	NA
AC013448.2	NA	-1.666426383	NA	NA
AC013448.3	NA	NA	NA	NA
AC013460.1	-0.892529886	-0.784038486	-0.723745767	-0.205084949
AC013463.2	-1.638262983	-2.248440627	NA	-1.669390455
AC013467.1	NA	NA	NA	NA
AC013470.6	-0.779490377	-1.49570145	-1.785287183	-0.98439474
AC013470.8	NA	NA	NA	NA
AC013472.3	-1.255678547	-1.841267883	-1.819003483	-1.672635259
AC013472.4	-1.204693435	NA	NA	NA
AC013474.4	0.388699043	0.127528028	0.142738275	0.175709284
AC013476.1	-0.238004134	-0.247572905	-0.189411428	0.014203774
AC013477.1	-0.805331839	-0.164782656	NA	-0.726913541
AC013480.1	NA	NA	NA	NA
AC013480.2	NA	-1.008497754	-1.253383883	-1.26959982
AC013549.1	NA	NA	NA	NA
AC013553.1	NA	NA	NA	NA
AC013660.1	NA	NA	NA	NA
AC013701.1	NA	NA	NA	NA
AC013717.3	-0.677747315	-0.682040888	-0.930143579	-1.116129994
AC013722.1	-0.545046811	NA	-0.86704635	-0.348401282
AC013727.1	NA	NA	NA	NA
AC013727.2	NA	NA	NA	NA
AC013733.3	NA	NA	NA	NA
AC013733.4	NA	NA	NA	NA
AC013734.1	NA	NA	NA	NA
AC013737.1	NA	NA	NA	NA
AC013738.1	NA	NA	NA	NA
AC013751.1	NA	NA	NA	NA
AC015600.1	NA	NA	NA	NA
AC015688.3	NA	NA	NA	NA
AC015691.13	-0.765184691	-0.852876999	-0.843802871	-0.749365755
AC015720.1	NA	NA	NA	NA
AC015726.1	-1.329110015	NA	NA	-1.020558332
AC015818.6	NA	NA	NA	NA
AC015820.1	NA	NA	NA	NA
AC015849.12	NA	NA	NA	NA
AC015849.13	NA	NA	NA	NA
AC015849.14	-1.41382375	NA	NA	NA
AC015849.16	NA	NA	NA	NA
AC015849.19	NA	NA	NA	NA
AC015849.2	NA	NA	NA	-1.518500662
AC015883.1	-0.420345394	-0.05007461	0.326588391	-0.599595103
AC015884.1	NA	NA	NA	NA
AC015909.1	NA	NA	NA	NA
AC015922.5	NA	NA	NA	NA
AC015922.6	NA	NA	NA	-1.407674242
AC015922.7	-0.174362031	-0.683514946	-0.034019302	-0.022730873
AC015923.1	-0.539530042	-0.549790572	-0.54006509	-0.657855319
AC015923.2	-0.296994574	-0.569239844	-0.258484366	-0.130022404
AC015933.2	0.100721014	-0.091479317	-0.255989397	0.249884658
AC015936.3	NA	NA	NA	NA
AC015969.3	NA	-1.850601681	-1.56131813	NA
AC015971.1	NA	NA	NA	NA
AC015971.2	-0.811517205	-0.668742265	-0.696926175	-0.622722848
AC015971.3	NA	NA	NA	-0.382664486
AC015977.5	-0.937121195	NA	-0.58083194	-1.211729317
AC015977.6	NA	NA	NA	NA
AC015987.1	0.098862691	0.349994378	0.191648003	0.0136198
AC016113.1	NA	NA	NA	NA
AC016142.1	NA	NA	NA	NA
AC016194.1	NA	NA	-0.722212784	NA
AC016292.1	NA	NA	NA	NA
AC016292.3	-0.589980029	-0.996372412	-0.558404743	-0.802061642
AC016405.1	-0.282779358	-0.040423224	0.173256505	-0.695736472
AC016543.1	NA	NA	NA	NA
AC016549.1	0.725678417	0.725574365	0.812925237	0.925447194
AC016561.1	NA	NA	NA	-1.681946396
AC016575.1	NA	NA	NA	NA
AC016576.1	NA	NA	NA	NA
AC016577.1	-1.095980255	-1.057473275	NA	NA
AC016582.2	-0.945069594	-0.897255221	-1.060718113	-1.265150888
AC016597.1	NA	NA	NA	NA
AC016629.3	NA	NA	NA	NA
AC016629.7	NA	NA	NA	NA
AC016644.1	-0.885605668	-1.311802055	NA	-0.462147643
AC016656.1	-0.269168268	-0.069344562	-0.7084245	0.016529248
AC016670.1	NA	NA	NA	NA
AC016682.1	NA	NA	NA	NA
AC016683.5	NA	-1.801455932	-1.283013217	NA
AC016691.2	-0.668583338	-0.219066116	-0.169826797	0.076044296
AC016694.2	NA	NA	NA	NA
AC016696.1	NA	NA	NA	-1.232950841
AC016697.1	NA	-1.628957353	NA	NA
AC016700.2	NA	-1.421729665	NA	-1.397624479
AC016700.4	-1.3046652	NA	NA	-1.240501059
AC016700.5	0.033337726	-0.067187357	0.020888269	-0.132194309
AC016700.6	-0.115661249	-0.578836847	-0.21729498	-0.325490298
AC016706.1	NA	NA	NA	NA
AC016708.2	-0.333555706	-0.250363298	-0.445931624	-0.351053071
AC016710.1	-0.804371334	-0.534247537	-0.685064001	-1.398909638
AC016712.1	-1.196431419	NA	NA	-1.372840308
AC016712.2	-0.281015787	-0.507792049	-0.98474466	-0.394498027
AC016712.3	NA	NA	NA	NA
AC016716.1	-0.744160357	-0.471597722	-0.803109772	-0.954197739
AC016716.2	-0.99450326	-0.649204348	-0.405400967	-1.131952739
AC016717.1	NA	NA	NA	NA
AC016722.3	-1.098009221	-0.938770813	NA	-0.929573647
AC016722.4	0.09920533	0.198405772	0.111541656	0.181670186
AC016723.4	-1.009391149	-1.735182572	-1.076978714	NA
AC016724.6	-1.096020439	NA	NA	NA
AC016727.1	NA	NA	NA	NA
AC016727.3	NA	NA	NA	NA
AC016730.1	NA	NA	-1.634431111	NA
AC016730.2	NA	NA	NA	NA
AC016732.2	-0.88146116	-0.931766452	-1.073893873	-0.948586458
AC016734.1	NA	-0.327524839	-0.367520298	NA
AC016734.2	-0.9685777	-1.248097025	-0.934093539	NA
AC016735.1	-0.802122359	NA	NA	-1.105272067
AC016735.2	-2.178797109	-1.426009333	-1.694858211	-0.876505518
AC016735.3	-1.474084275	-0.79115181	NA	-0.698682276
AC016737.1	-1.412752587	-0.931315735	-0.713743011	-1.687360709
AC016738.3	-1.273350912	-0.900678601	-0.988128245	0.267857771
AC016738.4	-2.280248191	-2.011624437	-2.250485638	-1.025672288
AC016739.1	-1.684006112	NA	NA	NA
AC016739.2	1.05207106	0.793926251	0.839307174	0.900946574
AC016739.3	NA	NA	NA	NA
AC016743.1	NA	NA	NA	-0.473062623
AC016745.3	NA	-0.813319193	-0.735144719	-0.959266178
AC016747.1	NA	NA	NA	NA
AC016747.3	1.097818762	1.164855328	1.065009083	0.982205888
AC016751.2	NA	-0.699566056	-0.601170515	-1.216245147
AC016751.3	-1.18520344	-1.121470357	-0.222743779	NA
AC016753.1	NA	NA	NA	NA
AC016753.2	NA	NA	NA	NA
AC016753.7	NA	NA	NA	NA
AC016757.3	-0.984143765	-0.900281311	-0.903186705	-0.713223721
AC016764.1	NA	NA	NA	NA
AC016768.1	-1.604333228	-1.956842866	-1.926332767	NA
AC016772.4	NA	-0.447931873	-0.778237092	-0.809567342
AC016819.1	NA	NA	NA	NA
AC016821.1	-0.070657215	-0.63905768	NA	-0.685865718
AC016821.2	0.391370672	0.352221567	0.304626262	0.845107537
AC016831.3	NA	NA	NA	NA
AC016831.5	NA	NA	NA	NA
AC016831.6	-1.974330686	NA	NA	-1.625491956
AC016831.7	-0.600490915	-0.49347532	-0.645053331	-0.154011803
AC016866.1	-0.613106672	NA	-0.589369048	NA
AC016894.1	0.285549933	0.345648564	0.382175709	0.454056064
AC016903.1	NA	NA	NA	-1.515723791
AC016903.2	NA	NA	NA	-1.243741321
AC016907.1	NA	NA	NA	NA
AC016907.2	NA	NA	NA	NA
AC016907.3	-1.640806146	-1.838951205	-2.333389431	-2.371453041
AC016908.1	NA	NA	NA	NA
AC016909.1	-1.277910238	-1.382798644	-0.995481711	-0.67233916
AC016909.2	-0.958153496	-0.919646516	NA	-0.11450463
AC016910.1	-0.63954995	-0.505942403	-0.19697855	-0.497190814
AC016912.3	NA	-1.154383288	NA	NA
AC016959.1	-0.15653321	-0.207572239	-0.352725408	0.124714784
AC016970.1	NA	NA	NA	NA
AC016987.1	NA	NA	NA	NA
AC016993.1	NA	NA	NA	NA
AC016994.2	NA	-1.416251403	NA	NA
AC016995.3	-0.742759924	-0.522468976	-0.85858151	-0.502622224
AC016999.2	NA	NA	NA	-1.295692145
AC017002.1	-0.679723765	-0.248782307	-0.385546673	-0.234929106
AC017002.2	-0.365031679	0.374108279	0.395314772	0.465430477
AC017002.4	-1.153198012	-0.86129326	-1.022042083	-1.645071647
AC017006.2	0.049825943	0.239326941	0.10481727	0.241130715
AC017006.3	NA	NA	NA	-0.943284444
AC017019.1	NA	NA	NA	NA
AC017020.1	NA	NA	NA	NA
AC017020.2	NA	NA	NA	NA
AC017028.1	NA	NA	NA	NA
AC017028.10	NA	NA	NA	NA
AC017028.11	NA	NA	NA	NA
AC017028.12	NA	NA	NA	NA
AC017028.2	NA	NA	NA	NA
AC017028.3	NA	NA	NA	NA
AC017028.4	-0.692099862	NA	NA	NA
AC017028.5	NA	NA	NA	NA
AC017028.6	NA	NA	NA	-0.640553711
AC017028.7	NA	NA	NA	NA
AC017028.8	NA	NA	NA	NA
AC017028.9	NA	NA	NA	NA
AC017035.2	-1.857785473	-1.055806506	-1.280435505	-0.764234315
AC017048.1	NA	NA	NA	-1.33515891
AC017048.2	NA	NA	NA	-1.645395538
AC017053.1	NA	NA	NA	NA
AC017060.1	-0.629605017	-0.867839442	NA	-0.603570347
AC017074.1	NA	NA	NA	-1.212682416
AC017074.2	-1.025927552	NA	-1.457245717	-1.389516572
AC017074.3	-0.004586552	-0.803875406	-0.74773154	-0.673977466
AC017076.1	NA	NA	NA	NA
AC017078.1	-0.610508047	-1.240160144	-1.30578937	-0.439376578
AC017079.3	-0.761025838	-1.388499747	-0.880868393	-0.617078736
AC017079.4	-1.113115751	-0.786603352	-0.807505537	-0.577878133
AC017080.1	-0.277656338	-1.003447761	NA	-0.464021241
AC017081.1	NA	NA	NA	NA
AC017081.2	NA	NA	NA	-1.645923556
AC017083.1	NA	NA	NA	NA
AC017083.2	-0.967708756	-0.719986675	-0.794680838	-0.632622436
AC017084.1	NA	NA	NA	NA
AC017101.10	-0.474524369	-0.288740316	-0.635759413	-0.063009427
AC017104.1	NA	NA	NA	NA
AC017104.2	0.401509576	0.451424682	0.342846371	0.479246477
AC017104.3	-0.309493119	-0.618640768	-0.559473989	-0.148249752
AC017104.4	NA	-0.925202156	-0.331212545	-0.614358256
AC017104.6	-0.718645318	-0.684971646	-0.744487629	-0.33026783
AC017116.11	NA	NA	NA	NA
AC018359.1	-1.865506468	NA	NA	NA
AC018359.3	NA	NA	NA	NA
AC018361.1	NA	NA	NA	NA
AC018442.1	-1.202217608	-1.572942538	NA	-0.909716509
AC018450.1	NA	NA	NA	NA
AC018462.2	0.368772551	0.463773879	0.517612839	0.427481773
AC018462.3	NA	NA	NA	NA
AC018463.1	-0.868379177	NA	-0.537586629	NA
AC018463.4	-1.681341344	-1.661907763	-1.702310887	-1.047020011
AC018463.5	-1.119339115	-1.077677351	-1.400247959	-0.751264919
AC018464.3	NA	NA	NA	NA
AC018495.3	NA	NA	NA	NA
AC018512.1	NA	-0.451692888	NA	NA
AC018616.1	NA	NA	NA	NA
AC018618.1	NA	NA	NA	NA
AC018628.1	NA	NA	NA	NA
AC018634.9	-1.341189781	NA	NA	-1.333668093
AC018635.1	NA	NA	NA	NA
AC018641.7	0.136665619	0.037927484	0.245204406	-0.155870674
AC018643.4	-1.078304343	-1.387451992	-1.325283197	NA
AC018647.3	-0.718749004	-0.927512255	-1.221078504	-0.999240068
AC018685.1	NA	NA	NA	NA
AC018685.2	NA	NA	NA	NA
AC018688.1	NA	NA	NA	NA
AC018690.1	NA	-0.512451784	NA	NA
AC018693.5	NA	NA	-1.134530746	-1.470622335
AC018693.6	-0.397099212	-1.439901117	-0.757040773	-0.509055953
AC018696.1	NA	NA	NA	NA
AC018696.4	NA	NA	NA	NA
AC018712.2	NA	NA	NA	NA
AC018717.1	NA	NA	NA	NA
AC018717.2	NA	NA	NA	NA
AC018730.4	NA	NA	NA	NA
AC018731.3	NA	NA	NA	NA
AC018735.1	NA	NA	NA	NA
AC018737.1	NA	NA	NA	-0.677980209
AC018737.3	-1.462352732	NA	-1.875975197	-1.290131142
AC018738.2	-0.24178425	-0.99653162	-0.745013089	-0.318376087
AC018742.1	NA	NA	NA	-1.962359195
AC018755.16	-1.226304199	-1.637329465	-1.882215595	-1.605240852
AC018755.17	-1.320733415	-1.445899806	NA	NA
AC018755.18	NA	NA	NA	NA
AC018761.1	NA	NA	NA	NA
AC018766.4	-0.801273299	-1.438318986	-0.851028352	-0.574053609
AC018766.6	-0.093934246	-0.403162615	-0.043487701	-1.122178404
AC018767.1	NA	NA	NA	NA
AC018799.1	NA	-1.884797193	NA	NA
AC018804.1	NA	NA	NA	NA
AC018804.3	NA	NA	NA	NA
AC018804.6	-1.601499081	NA	-1.530930026	NA
AC018804.7	-1.035162617	-1.649688996	-1.31862109	-1.171393269
AC018816.1	-0.287457054	-0.686310162	NA	-0.212905301
AC018816.3	-0.288665559	-0.222287221	-0.231026677	-0.164802075
AC018832.1	NA	NA	-1.461099287	NA
AC018865.11	NA	NA	NA	NA
AC018865.5	-1.570933089	NA	-1.769735335	NA
AC018866.1	NA	-1.471860134	NA	NA
AC018867.1	0.084271115	0.40013897	-0.597274048	-0.121219149
AC018878.3	NA	-0.881280499	-1.350795681	-0.582603052
AC018880.1	NA	NA	NA	NA
AC018880.2	NA	NA	NA	NA
AC018890.4	NA	NA	NA	-1.613450495
AC018890.6	-0.3911557	-0.525218671	-0.518956233	-0.327485655
AC018892.3	NA	NA	NA	NA
AC018892.8	NA	NA	NA	NA
AC018892.9	-1.445491406	-1.706462446	-1.167172397	-1.167035927
AC018902.1	NA	-0.327524839	NA	-0.293766224
AC019011.1	NA	NA	NA	NA
AC019046.1	NA	NA	NA	NA
AC019048.1	-0.178779144	-0.181006866	0.178280242	0.315289386
AC019050.1	NA	-0.799420583	-0.63341765	-0.832241519
AC019051.1	NA	NA	NA	NA
AC019055.1	NA	NA	NA	-1.035610405
AC019058.1	NA	NA	NA	NA
AC019064.1	NA	NA	NA	NA
AC019070.1	-1.280572453	-1.383582286	-1.718582812	-1.006456749
AC019080.1	-0.095733198	-0.153676536	-0.170892163	0.027767812
AC019084.7	-1.373529155	NA	-1.045738624	-0.89409667
AC019097.7	-0.668384621	-0.635538541	-0.878000141	-0.865317978
AC019109.1	-2.083280193	NA	-2.012711138	NA
AC019117.1	NA	-1.693177109	-1.637033243	-1.563279169
AC019117.2	-0.401143539	-1.197100613	NA	-0.504448704
AC019118.3	-1.488117559	-1.678175376	NA	-1.118913364
AC019118.4	-0.428501972	-0.09443737	-0.017835077	0.031459026
AC019129.1	-0.888378851	NA	NA	-1.147164228
AC019129.2	NA	NA	NA	NA
AC019131.1	NA	NA	NA	NA
AC019171.1	-0.739929532	NA	-0.669360477	NA
AC019172.2	NA	NA	NA	NA
AC019178.2	NA	NA	NA	NA
AC019178.3	NA	-1.473743029	NA	NA
AC019181.2	NA	NA	NA	-0.768570863
AC019181.3	-0.215668681	-0.254556208	-0.131220172	0.048070854
AC019185.2	NA	NA	NA	NA
AC019185.3	NA	NA	NA	NA
AC019185.4	NA	NA	NA	NA
AC019186.1	-0.771589624	-0.675625131	-1.162302076	-0.962530069
AC019196.1	NA	NA	NA	NA
AC019198.1	-0.710198084	NA	NA	-0.737572541
AC019205.1	NA	NA	NA	NA
AC019206.1	-0.341697618	-0.551684993	-0.706095023	-0.474702708
AC019322.1	NA	NA	NA	NA
AC019330.1	NA	NA	NA	NA
AC019330.2	NA	NA	NA	NA
AC019349.5	NA	NA	NA	NA
AC020550.7	0.097731345	-0.220719243	-0.45775173	0.344212964
AC020571.3	0.521502859	1.187786154	1.15794545	-0.343366932
AC020594.5	0.22442712	0.03551425	0.173573224	0.162363176
AC020595.1	NA	NA	NA	NA
AC020606.1	NA	NA	NA	NA
AC020626.1	NA	NA	NA	NA
AC020636.1	NA	NA	NA	NA
AC020689.1	NA	NA	NA	NA
AC020703.1	-0.066085084	NA	NA	NA
AC020703.2	NA	NA	NA	NA
AC020743.2	NA	NA	NA	NA
AC020743.3	NA	-1.129828534	NA	NA
AC020743.4	NA	NA	NA	NA
AC020900.1	NA	NA	NA	NA
AC020915.1	NA	NA	NA	NA
AC020915.2	NA	NA	NA	NA
AC020921.1	NA	NA	-0.850531262	NA
AC020922.1	NA	NA	NA	NA
AC020931.1	-0.247549452	-0.663326255	-0.672070683	-0.345970888
AC020934.1	NA	NA	-0.585039591	NA
AC020951.1	-1.253146321	-1.092940509	-2.096158686	-1.418842261
AC020956.3	NA	NA	-2.063351062	NA
AC020983.5	-1.011764521	-1.50525148	-1.443082685	-1.46532355
AC021016.7	-0.886398955	-1.115926466	-0.583690481	-0.837505759
AC021021.1	NA	NA	NA	NA
AC021021.2	-1.460679331	NA	NA	NA
AC021037.1	-0.104979094	-0.338027685	NA	NA
AC021037.2	NA	-0.484868263	-0.525271386	NA
AC021052.1	NA	NA	NA	NA
AC021066.1	NA	NA	NA	NA
AC021078.1	NA	NA	NA	NA
AC021087.1	NA	NA	NA	NA
AC021134.1	NA	NA	NA	NA
AC021188.4	-1.607277128	-1.07466975	-0.978456601	NA
AC021192.1	NA	NA	NA	NA
AC021205.1	NA	NA	NA	NA
AC021205.2	NA	NA	NA	NA
AC021218.2	NA	NA	NA	NA
AC021224.1	-0.219859074	-0.725911547	-0.426519345	-0.838042628
AC021231.1	-0.868379177	NA	NA	NA
AC021523.1	NA	NA	NA	NA
AC021613.1	NA	NA	NA	NA
AC021654.1	-0.643251294	NA	-0.664220837	-0.306462347
AC021660.1	NA	NA	NA	-0.728617698
AC021749.1	NA	NA	NA	NA
AC021760.1	NA	NA	NA	NA
AC021876.4	-0.157858891	0.023478967	-0.284600242	-0.417043517
AC021887.1	NA	NA	-0.572450464	NA
AC021914.1	-0.775471906	NA	NA	NA
AC022007.5	-0.504247261	-0.337411783	-0.40308248	-0.578006626
AC022021.1	NA	NA	NA	NA
AC022073.1	0.062270234	-0.704950102	0.238440803	-0.379814921
AC022098.1	NA	NA	NA	NA
AC022098.2	NA	NA	NA	NA
AC022101.1	NA	NA	NA	NA
AC022120.1	NA	NA	NA	NA
AC022142.1	NA	NA	NA	NA
AC022153.1	NA	-1.895161371	NA	-1.941969409
AC022154.7	-0.495910492	-0.539083936	-0.736388362	-0.465996549
AC022173.2	-0.827803912	-0.519826049	-1.475483598	-0.417728745
AC022182.1	-0.364838223	-0.508059128	-0.339307191	-0.092567063
AC022182.2	-0.295535701	-0.312563768	-0.358261034	-0.458251928
AC022182.3	-0.740633534	-1.131184234	-1.356786958	-0.543616531
AC022201.4	NA	NA	NA	NA
AC022201.5	NA	NA	NA	NA
AC022210.1	NA	NA	NA	-0.478740225
AC022210.2	-0.667837659	-1.317970311	-1.338184743	-0.789644671
AC022384.1	NA	NA	NA	NA
AC022384.2	NA	NA	NA	NA
AC022395.1	NA	NA	NA	NA
AC022405.1	NA	NA	NA	NA
AC022431.3	NA	NA	NA	-0.925079911
AC022483.1	NA	NA	NA	NA
AC022486.1	NA	NA	NA	NA
AC022537.1	NA	NA	-0.815492825	-0.552526439
AC022538.1	-0.648390934	NA	-0.339673802	0.032767265
AC022616.1	NA	NA	NA	NA
AC022616.2	NA	NA	NA	NA
AC022681.1	NA	NA	NA	NA
AC022716.1	NA	NA	NA	NA
AC022816.2	-0.821869505	-0.139673477	-1.146716238	-0.548346785
AC022819.1	-0.85861934	-0.553093208	-0.860515483	NA
AC022819.2	-0.646530427	-0.281767348	-0.64842657	-0.337978744
AC022819.3	-0.610919639	-0.525992501	-0.551449805	-0.534623067
AC022872.1	0.495303291	NA	NA	0.139516251
AC022909.1	NA	NA	NA	NA
AC023049.1	NA	NA	NA	NA
AC023050.1	NA	-0.531644822	NA	NA
AC023115.2	-1.06446826	-0.595380028	-0.423717028	-0.307915889
AC023115.4	-1.569422498	-0.573787406	-0.246142595	-0.237252526
AC023128.1	NA	NA	-1.341458335	NA
AC023128.2	NA	NA	NA	NA
AC023137.2	NA	-0.921069993	-1.196833572	NA
AC023157.1	-0.733680603	NA	NA	-0.726158915
AC023158.1	NA	NA	NA	NA
AC023271.1	-0.45679314	-0.56601219	-0.67209972	-0.063062964
AC023274.1	NA	NA	NA	NA
AC023274.4	NA	NA	NA	NA
AC023274.6	NA	NA	NA	NA
AC023283.1	-0.691324198	-0.299510716	NA	-0.017116639
AC023310.1	NA	NA	NA	NA
AC023347.1	NA	NA	NA	NA
AC023347.2	NA	NA	NA	NA
AC023380.1	NA	NA	NA	NA
AC023385.1	NA	NA	-0.484234534	NA
AC023449.2	-0.160096429	-0.305187849	0.130358946	-0.413654287
AC023469.1	-1.481683449	NA	NA	NA
AC023469.2	-0.812182458	-1.085949134	-1.256476925	-0.509530721
AC023481.1	0.002719805	-0.061209043	-0.108265217	0.055618762
AC023513.1	-0.896870437	NA	NA	NA
AC023590.1	-0.532499782	-0.858421611	-0.530923259	-0.111086886
AC023593.1	-0.839894384	-0.728922205	-0.769325329	NA
AC023669.1	NA	NA	NA	NA
AC023798.1	NA	NA	NA	NA
AC023818.1	NA	NA	NA	NA
AC023824.1	NA	NA	NA	NA
AC023855.1	NA	NA	NA	NA
AC023992.1	NA	NA	NA	NA
AC024028.1	NA	NA	NA	NA
AC024060.1	-0.060264703	0.115977198	-0.036527079	0.222550978
AC024067.1	NA	NA	NA	NA
AC024082.1	-0.416221015	NA	NA	-0.585036383
AC024082.3	NA	-1.066894349	-1.552760032	-1.485030886
AC024082.4	-0.80395097	NA	NA	NA
AC024084.1	NA	-1.428463047	NA	-0.480743713
AC024084.2	NA	NA	NA	NA
AC024132.1	NA	NA	NA	NA
AC024158.1	-0.82795052	NA	-0.829846663	-0.820428832
AC024162.2	-1.373529155	-1.405935397	-1.375425298	-1.381830212
AC024198.1	NA	NA	NA	NA
