gene	IWP	HED	HER	CD184
ETV3L	NA	NA	-5.722402638	NA
ETV4	0.870099107	0.064263308	-0.549579922	3.00638477
ETV5	2.236921529	2.574737696	2.229353288	4.004227312
ETV6	2.999215372	3.872173146	4.025950245	2.861597292
ETV7	-7.301842927	-4.974209568	-6.873419725	-4.551991225
EVA1A	0.762936034	0.637598575	0.853563333	1.748288454
EVA1B	-0.786253942	-1.23076903	-1.09122267	-0.402649163
EVA1C	-3.025275464	-3.82771225	-2.314956845	-1.248268165
EVC	-0.34134639	-0.519681933	-0.395489136	0.251607731
EVC2	-0.803305147	-0.662068286	-0.401802606	-0.268816834
EVI2A	-0.118836451	0.488405358	0.792286072	0.60788589
EVI2B	-1.150576896	-0.330249919	-0.20190096	-0.276365533
EVI5	1.647699883	1.703488541	1.550819655	1.855530707
EVI5L	-3.436867607	-4.013469109	-4.19852853	-3.092331443
EVL	1.464202213	2.295046139	2.666927458	3.152659509
EVPL	-5.772049843	-5.980622739	-5.080386775	-4.736225463
EVPLL	NA	NA	NA	NA
EVX1	-6.066656787	-4.5609786	-6.422494345	-5.540301143
EVX2	NA	-5.981386262	NA	-6.666122785
EWSR1	4.212411168	3.980029422	4.030634284	4.572728372
EXD1	-6.840938344	-3.238231011	-3.349267247	-4.667086434
EXD2	3.262040274	2.971142365	3.047929428	3.55046899
EXD3	-0.841202151	-1.529399359	-1.477054593	-0.173010042
EXO1	2.946018308	3.030214738	2.876552858	1.456266031
EXO5	2.673439851	1.903992236	1.917679653	1.985241027
EXOC1	3.970935694	3.734381885	3.741250836	3.929522396
EXOC2	4.543750209	3.730010819	3.739329796	4.784920712
EXOC3	2.900748261	2.313790335	2.319695954	2.9606219
EXOC3L1	-0.334113015	0.222982717	-0.264148542	0.443537839
EXOC3L2	1.720654041	0.405993534	0.355689083	2.32352614
EXOC3L4	-7.587774142	NA	-5.953944496	NA
EXOC4	4.59524095	4.327426922	4.388312183	4.590147377
EXOC5	2.763519472	2.362097192	2.347516415	2.740571061
EXOC6	2.615247857	3.103997138	3.070706724	3.280762638
EXOC6B	1.623622171	0.603890492	0.891905754	1.805275575
EXOC7	3.570149416	3.346109702	3.265063458	3.305773047
EXOC8	0.20633367	-0.209980173	-0.187059117	0.2685373
EXOG	2.330768844	2.631260307	2.394715901	2.215627559
EXOSC1	3.952951823	4.313353224	4.218083363	3.48875689
EXOSC10	5.204074449	5.165343478	5.100451173	5.075280646
EXOSC2	3.778591782	4.230662435	4.189296711	2.992308643
EXOSC3	3.177083274	2.500715251	2.29569743	2.149000852
EXOSC4	2.912731467	1.876604956	1.902036603	2.883716454
EXOSC5	4.730614418	5.393685695	5.558882354	3.818048585
EXOSC6	2.959985115	3.781741889	3.601043755	3.305422544
EXOSC7	4.154802525	4.425590242	4.552871277	3.582407376
EXOSC8	5.719398022	6.142893489	6.096160164	4.942002253
EXOSC9	4.071601746	4.527996412	4.551460318	3.65736271
EXPH5	1.035936953	-0.143160293	0.362935393	-2.365891834
EXT1	1.058143423	0.787847762	0.589254643	0.813155794
EXT2	3.995455584	3.202317026	3.315233109	4.740261482
EXTL1	-3.736441962	-6.204928941	-5.238099198	-5.630306161
EXTL2	3.837793044	4.578312607	4.558601749	4.029007825
EXTL3	2.456472976	1.737106147	2.049662256	3.221514276
EYA1	-4.312014549	-3.805079258	-3.289398594	-3.381056618
EYA2	-6.823892978	-5.017197054	-5.481292198	-4.790282514
EYA3	3.936821471	4.562418232	4.573713897	3.654749739
EYA4	-6.977596213	-8.952766645	-6.813781607	-5.446940585
EYS	-4.037432062	-3.649902111	-3.713954857	-3.639234387
EZH1	2.790191702	2.742620042	2.699946181	2.801977851
EZH2	3.142423596	3.093583094	2.979170576	2.882429503
EZR	6.691877929	6.27431346	6.167725661	7.174355122
F10	2.670483857	-1.163177156	-1.873759583	0.704825246
F11	NA	-7.245107011	-5.376277496	-6.344881034
F11R	5.551990384	5.605101202	5.037289724	6.114791904
F12	-4.217187473	-4.492555335	-3.324990093	-3.069923154
F13A1	-6.49855912	-0.78902513	-0.679316726	-7.03564353
F13B	NA	-7.080762116	NA	NA
F2	2.893973664	-2.618746033	-3.442576608	0.901241481
F2R	7.004081474	5.707059922	5.847357387	6.589839489
F2RL1	3.23824649	1.789714163	1.559323807	2.314814175
F2RL2	8.624872947	8.226992931	8.141933891	7.049589743
F2RL3	0.333830107	-0.38254373	-0.858765055	0.909395488
F3	-0.487791157	-0.942437995	-1.324852665	0.049406774
F5	-0.065158433	-2.71844982	-5.301729452	-1.204726255
F7	-1.041542813	-4.128172801	-4.000576446	-2.590105602
F8	0.513602454	0.313061096	0.373435242	-0.830341075
F8A1	-2.176001072	-2.435725733	-2.146395295	-2.870799148
F8A2	NA	NA	NA	NA
F8A3	NA	NA	NA	NA
F9	NA	NA	NA	NA
FA2H	-5.614783325	NA	NA	NA
FAAH	-0.556828533	-1.425573487	-0.71483392	-0.131948072
FAAH2	-0.261304591	0.527114709	0.825638296	0.298971458
FAAP100	0.19785613	-0.967479413	-0.921374977	0.779325811
FAAP20	-1.110405056	-1.629494061	-1.517151954	-0.776517947
FAAP24	2.281342728	2.678786487	2.557901259	1.764973543
FABP1	1.406411714	-3.889115181	-3.6625015	0.62237319
FABP12	NA	NA	NA	NA
FABP2	-6.36369918	-5.835177198	-5.935275978	-4.048637571
FABP3	2.92433404	1.409411537	1.466140906	1.787614702
FABP4	-3.526026711	-3.426699296	-6.098181174	-0.83300351
FABP5	-1.525810485	-2.649888972	-2.388549697	-1.25671152
FABP6	-1.806665299	-0.370016666	-0.921267966	-1.610091575
FABP7	-1.993023923	-0.912254816	-1.461914965	-2.734515127
FABP9	NA	NA	NA	NA
FADD	-0.943717219	-4.903679908	-3.591027992	-1.537222462
FADS1	4.533936497	4.540453479	4.663645359	4.291588566
FADS2	3.764581305	2.834215969	2.758416821	3.794919378
FADS3	-1.738816054	-1.244182562	-1.237417334	-0.534094737
FADS6	-2.831090303	NA	NA	-4.973895168
FAF1	1.14598373	1.358719078	1.51392033	1.059943838
FAF2	4.753082829	4.468289453	4.391352803	4.749473752
FAH	2.656714101	2.457586402	2.406466072	1.347346067
FAHD1	4.609714587	4.355995261	4.461332792	4.910857466
FAHD2A	2.224323441	2.208084188	2.161290307	2.110907772
FAHD2B	1.454709154	1.57541595	1.355617814	1.176756743
FAIM	1.933356051	2.423768924	2.577186624	1.509303603
FAIM2	-4.261335003	-5.954093187	-5.693879451	-6.082730924
FAM102A	1.660604945	0.55670761	0.56788884	1.147697825
FAM102B	1.254802207	0.965063851	1.056835558	1.302408897
FAM104A	3.168905976	2.379597693	2.562634646	2.391287619
FAM104B	3.056960679	3.197832953	3.143739984	2.112935367
FAM107A	-1.274315218	-5.026275305	-4.357035976	-2.876182312
FAM107B	2.99467193	2.956509913	3.3641108	4.598381338
FAM110A	-0.20263261	-1.578252291	-1.289758193	-1.321516609
FAM110B	1.486888836	1.735907544	1.429513025	0.467987711
FAM110C	-8.042935018	-7.776392393	-6.614511816	-7.794467633
FAM110D	-0.886595429	-1.562162949	-1.355847905	-3.904608267
FAM111A	1.839379362	2.403935881	2.531355852	2.302934569
FAM111B	0.736586844	1.814923411	1.508295889	0.413607886
FAM114A1	4.506941639	3.86035655	3.389501006	4.758812464
FAM114A2	3.010928374	3.167497163	3.127947783	2.880323651
FAM117A	1.286962261	1.317820125	1.573612821	-0.159356028
FAM117B	1.850524799	2.582903928	2.6927525	1.623348769
FAM118A	2.431422427	1.496672443	1.503749409	1.734658603
FAM118B	4.48677643	4.726133228	4.591154535	4.487385296
FAM120A	1.914227542	1.984429925	1.970598926	2.062471926
FAM120AOS	2.812198779	3.242295527	3.301314632	2.817987771
FAM120B	0.562449569	-0.216251871	-0.549647873	0.570039055
FAM120C	-0.238418297	-0.366637379	-0.468768087	-0.242804292
FAM122A	0.764591563	-0.057177017	-0.111190071	0.870055791
FAM122B	1.765438921	1.766101133	1.808836037	1.302446853
FAM122C	0.667301058	0.880240285	0.741721301	0.317842185
FAM124A	-1.861964827	-1.942487531	-2.233067609	-2.74440187
FAM124B	5.737996627	6.590597468	6.351068028	7.942067116
FAM126A	3.24939753	2.933389412	2.804869305	3.46597
FAM126B	1.641148993	1.749854653	1.62757004	2.108345316
FAM131A	-0.502512484	-0.411367796	-0.224357992	0.026997105
FAM131B	-2.566565087	-3.741480623	-3.745400791	-2.710157267
FAM131C	NA	NA	NA	NA
FAM133A	-2.060303227	-1.070865915	-1.350570385	-2.116792031
FAM133B	1.236889383	1.941212925	2.014302734	0.910132503
FAM135A	0.977603558	0.694783659	1.045934625	1.175314884
FAM135B	-4.439365251	-6.38014503	-7.389667974	-6.306540615
FAM136A	5.396602396	5.775491013	5.851803335	4.786374084
FAM13A	1.702690474	2.186913132	2.463486181	1.598852596
FAM13B	0.767590029	1.001709514	1.263043897	1.388941445
FAM13C	-2.40409274	0.318365911	0.419045744	0.740709266
FAM149A	-5.137578655	-3.559238881	-3.260019694	-4.42307165
FAM149B1	1.272017951	1.173303697	1.132735436	0.927788233
FAM151A	1.169830184	0.06536417	0.008684137	0.449090784
FAM151B	-0.594719236	0.160883326	0.280831054	0.128977074
FAM153A	-9.14673043	NA	NA	NA
FAM153B	-8.316510512	-8.923741689	-9.054912174	-8.83920654
FAM155A	-1.618362176	0.038588379	0.226618542	-0.953520674
FAM155B	-6.2406601	-7.792661523	-5.34946159	-4.803502308
FAM156A	-4.18432146	-2.633097349	-2.95291744	-3.209745922
FAM156B	NA	-6.650678538	NA	NA
FAM160A1	-1.552695432	-4.050866918	-3.080594243	-3.863671534
FAM160A2	2.259421564	2.178765237	2.179648684	2.127616799
FAM160B1	2.360736135	2.213106457	2.232070713	2.368764984
FAM160B2	0.30520063	-0.612401126	-0.335750497	0.610459421
FAM161A	2.432877725	3.039161778	3.061326502	1.897138015
FAM161B	-0.875264882	-1.010386559	-0.909293187	-0.283060266
FAM162A	4.182249931	5.097514988	5.005841937	4.468571193
FAM162B	0.946170897	0.578300989	0.086647897	0.619054917
FAM163A	-3.675301144	-5.006575569	-2.717093345	-1.358225098
FAM163B	-4.312049687	NA	NA	-5.242217446
FAM166A	-4.364949195	-5.374799192	NA	-4.219458408
FAM166B	-1.391249526	-0.651348373	-1.090260416	-2.137235307
FAM167A	-2.559066574	-2.893163567	-1.92649276	-2.777873454
FAM167B	-1.971434043	-4.462337107	-2.539754345	0.172391429
FAM168A	0.829638955	0.952516832	0.967167407	1.307756138
FAM168B	3.710119413	3.311987685	3.487329306	4.204611059
FAM169A	-0.756668624	-0.725159898	-0.507967816	-0.447458642
FAM170A	-4.338463736	-3.988576899	NA	NA
FAM170B	NA	NA	-6.112556746	-6.248197833
FAM171A1	4.664987199	4.119580116	3.896229243	4.907807996
FAM171A2	-0.891822613	-1.159210912	-1.069992347	-0.534129778
FAM171B	3.732507383	5.11529384	5.103315299	3.72847491
FAM172A	1.626217898	2.277687302	2.333789163	2.119003428
FAM174A	0.89289915	0.923353904	1.078931664	2.313078537
FAM174B	-0.039896709	-0.250510015	-0.334524322	0.692572357
FAM177A1	1.938606532	1.659992931	1.690380934	2.337970985
FAM177B	-7.434698304	-3.545747525	-4.749561641	-5.586345085
FAM178B	-1.298415078	-4.220567478	-3.823590987	-4.61034628
FAM180A	NA	-5.435433543	-4.681635073	-4.187622635
FAM180B	-3.794211872	-3.583311583	-2.710115605	-3.860403913
FAM181A	NA	NA	NA	NA
FAM181B	-5.581252956	NA	-6.712144732	-7.778380649
FAM183A	-1.582369494	-0.755814167	-0.410741085	-2.537332635
FAM184A	1.352130129	2.749735823	2.532566201	1.684541278
FAM184B	-3.162498854	-2.775827502	-3.307444605	-3.004144328
FAM185A	0.554123009	0.793737391	0.846249591	0.241378546
FAM186A	-4.632399837	-5.000885927	-6.125737117	-5.357087184
FAM186B	-0.839311047	-0.82308119	-0.900620141	-0.97587881
FAM187A	NA	NA	NA	NA
FAM187B	NA	NA	NA	-5.654063238
FAM189A1	-4.150867498	-4.409172047	-3.750794352	-3.536850714
FAM189A2	-0.309154715	-1.51005962	-2.443276178	-0.637584255
FAM189B	-3.050471794	-4.319098005	-3.650616877	-2.74704308
FAM193A	1.753137862	1.800438661	1.716313885	2.088254797
FAM193B	0.555923529	0.118699907	0.004538201	0.671979524
FAM199X	1.264105628	0.901942655	1.183258445	1.383218999
FAM200A	2.676998273	2.480790674	2.414445604	2.090539652
FAM200B	2.602991909	2.462944624	2.126764688	2.34452744
FAM204A	2.312996716	2.71685694	2.674155953	2.11047779
FAM205A	NA	NA	NA	-7.489345498
FAM205C	-5.71301423	-7.693948059	-7.753073618	-4.986959382
FAM207A	-0.353603104	-1.329505626	-0.605021086	-0.320607738
FAM209A	-2.120447308	-0.661174325	-0.386007271	-0.425945339
FAM209B	0.283986077	0.055430792	0.186877103	-0.213034986
FAM20A	2.975852579	2.251919466	2.260178967	1.457801158
FAM20B	2.337383938	2.293637811	2.381731814	2.237996246
FAM20C	-1.927446409	-6.141307305	-5.553580039	-3.062751692
FAM210A	2.648361074	3.101518968	3.004403132	2.839770227
FAM210B	2.429248762	2.537445711	2.535193275	1.786539702
FAM214A	1.05293723	1.616795358	1.730104108	2.204191411
FAM214B	1.681319484	0.918918412	0.958008432	1.253772714
FAM216A	1.833470138	2.446017786	2.491011981	1.399676682
FAM216B	-5.994930432	NA	NA	-7.532014842
FAM217A	-2.995200845	-2.810269918	-3.506148158	-1.639053262
FAM217B	2.367402573	2.043047392	2.035665352	1.60885378
FAM219A	0.706122281	0.498038773	0.65942834	2.793499386
FAM219B	1.043628898	0.196627424	0.160202833	1.390390662
FAM220A	0.506008369	0.17735893	0.071126607	0.41924013
FAM221A	0.124596907	1.10763852	1.265511546	1.116302354
FAM221B	-4.593173312	-4.385263558	-4.617229416	-5.357565767
FAM222A	-2.501983022	-3.280501347	-4.230598642	-3.809796622
FAM222B	2.914088429	2.454901078	2.63822119	3.139208405
FAM227A	-1.171513865	-0.763513018	-0.593088488	-1.159127463
FAM227B	0.547653151	1.09423124	0.972252545	0.118803276
FAM228A	-3.761892217	-3.161040776	-2.965225411	-2.85788915
FAM228B	1.033592611	1.185136498	1.252027283	1.116041727
FAM229A	-3.098800166	-4.670433298	-3.591891771	-2.353656546
FAM229B	3.083363504	3.362211128	3.25339559	2.786094305
FAM24A	-5.042071072	NA	NA	NA
FAM24B	0.368997135	0.035234717	0.024804672	-0.86077605
FAM25A	NA	NA	NA	NA
FAM25C	NA	NA	NA	NA
FAM25G	NA	NA	NA	NA
FAM32A	6.98014542	7.171894956	7.09116754	6.989389096
FAM3A	0.109525336	-1.135770909	-1.239824734	0.155117097
FAM3B	-3.416884856	-4.459556808	-5.469079752	-4.109873154
FAM3C	1.015396207	0.802834947	1.016519606	1.103617823
FAM3D	-2.91799381	-1.952549647	-2.584751893	-2.492738939
FAM43A	1.008026503	0.828145181	0.781508085	2.379391676
FAM43B	-5.038254971	-3.575239857	-4.730343337	-6.146618742
FAM47A	-4.922874563	-4.608380703	-5.066118513	-4.576673254
FAM47B	NA	NA	NA	NA
FAM47C	NA	NA	NA	NA
FAM47E	-4.207223039	-4.243460093	-3.205029247	-4.328337098
FAM50A	1.956290787	1.649024983	1.548402335	2.021281455
FAM50B	-0.265822746	-1.589816318	-1.237559109	-0.74196548
FAM53A	-4.431116615	-6.752004995	-5.196427228	-5.076010026
FAM53B	-1.146826808	-2.084946228	-1.272896289	-0.99522177
FAM53C	3.108524074	3.756109438	3.925987577	3.880917924
FAM71A	NA	NA	-6.944586441	NA
FAM71B	NA	NA	NA	NA
FAM71C	NA	NA	-4.916533488	NA
FAM71D	-4.147129261	-3.538163352	-4.170627508	-3.361697732
FAM71E1	0.481016151	0.90862475	1.096187976	-0.204253427
FAM71E2	NA	NA	NA	NA
FAM71F1	-0.153326842	-0.571423437	-1.468149084	-1.588021076
FAM71F2	-1.961296774	-1.179249859	-1.274659472	-0.840403225
FAM72A	-2.577394425	-2.854088123	-2.70974953	-3.333552151
FAM72B	-2.048423854	-2.413367786	-2.088362208	-2.27823002
FAM72C	-5.520955161	-3.786922988	-4.546434755	-4.885872982
FAM72D	-5.123530922	-3.31983919	-2.738259382	-4.117811969
FAM76A	3.32325102	4.063981765	3.991458144	3.209294509
FAM76B	2.215107077	3.018567178	2.968100247	2.525890115
FAM78A	2.276336437	1.889711436	2.048456435	2.32826735
FAM78B	-3.050741775	-2.323099762	-1.933787008	-2.609238512
FAM81A	-4.503713348	-4.879238805	-3.165176164	-3.844781066
FAM81B	-2.02520577	-1.129147398	-1.230421385	-1.63921366
FAM83A	-8.447926408	-4.409840772	-4.246334103	-6.484671228
FAM83B	-0.423226852	-2.02506292	-1.668836194	-1.204541634
FAM83C	-7.540758145	-5.676250298	NA	NA
FAM83D	1.637172178	1.63922268	1.757951844	1.585202306
FAM83E	-5.625577012	-7.126547404	-4.413465066	-3.816904086
FAM83F	-1.463300026	-4.602450425	-5.29247222	-4.722447536
FAM83G	-4.674293072	-6.394437597	-5.042279068	-4.606112754
FAM83H	-8.553794875	NA	NA	NA
FAM86B1	-1.4782827	-1.369122459	-1.473750973	-2.291348717
FAM86B2	-2.749378827	-2.473147765	-1.994946161	-2.867615219
FAM89A	2.273191766	3.031551067	3.100499524	2.877365715
FAM89B	-0.272587462	-0.253731351	-0.443251381	-0.253978464
FAM8A1	0.981103028	1.425865077	1.714731115	1.391345486
FAM90A1	-3.952619983	-3.577130527	-5.025531608	-3.822029118
FAM90A10P	NA	NA	NA	NA
FAM90A14P	NA	NA	NA	NA
FAM90A16P	NA	NA	NA	NA
FAM90A17P	NA	NA	NA	NA
FAM90A18P	NA	NA	NA	NA
FAM90A19P	NA	NA	NA	NA
FAM90A22P	NA	NA	NA	NA
FAM90A23P	NA	NA	NA	NA
FAM90A26	NA	NA	NA	NA
FAM90A7P	NA	NA	NA	NA
FAM90A8P	NA	NA	NA	NA
FAM90A9P	NA	NA	NA	NA
FAM91A1	1.015840061	2.0893235	2.144727192	1.594109797
FAM95C	NA	NA	NA	NA
FAM98A	4.083188894	3.393375767	3.328763828	3.763729356
FAM98B	0.254348944	1.154579156	1.372652346	0.467801889
FAM98C	-0.192514879	-0.578523087	-0.323862697	0.275500264
FAM9A	NA	NA	NA	NA
FAM9B	NA	NA	NA	-8.536369825
FAM9C	NA	-7.045337499	-8.176507983	NA
FAN1	-0.578918997	-1.100220054	-1.193628372	-0.773136359
FANCA	1.31547185	0.740779138	0.768428752	0.700642685
FANCB	1.775470569	2.164360813	2.129433621	0.969276767
FANCC	1.184811273	0.767059491	0.7022029	1.157387317
FANCD2	3.328537072	3.473299433	3.503880467	2.121139906
FANCD2OS	-2.433394329	-2.206619909	-2.405404172	-4.211060594
FANCE	1.71426898	1.380320692	1.572488692	1.667600021
FANCF	1.946309792	1.114124929	1.163352246	1.242579192
FANCG	3.287790506	3.09878759	3.091107663	2.609081542
FANCI	4.190955783	3.932777686	3.880231646	3.238608743
FANCL	4.473328329	5.103690268	5.111513428	3.997750088
FANCM	2.065991828	2.191042756	2.213711396	1.661642652
FANK1	0.914860114	1.261095872	1.393579727	2.118419834
FAP	-7.723463654	-7.36572976	-6.42485532	-4.799333666
FAR1	3.323876824	3.375787395	3.417373548	3.524121935
FAR2	6.264587148	6.272447228	6.363663385	5.628692544
FARP1	0.491659601	0.660199982	0.721568277	1.43041487
FARP2	1.288955467	0.949607603	0.672661861	1.447013347
FARS2	3.997124173	3.533151339	3.663691315	4.039353667
FARSA	5.510146644	4.408264578	4.540771059	5.162474194
FARSB	5.742038874	6.341130928	6.304587946	5.225369717
FAS	1.6314437	2.566584028	2.388951573	2.205210392
FASLG	NA	NA	NA	NA
FASN	0.52240128	-0.163119633	-0.108106606	0.399234454
FASTK	1.097196538	-0.334304716	-0.258454011	1.594450987
FASTKD1	4.104738259	4.36588196	4.379031976	4.004513378
FASTKD2	4.504814085	4.896827067	4.910516587	4.271495184
FASTKD3	3.338506092	3.38682783	3.306053472	2.668414754
FASTKD5	4.395045064	4.256114045	4.317815973	4.094718231
FAT1	0.412578228	0.182624214	0.424296203	0.957518648
FAT2	-4.457251147	-5.582171502	-5.349491168	-4.597096013
FAT3	-2.619256647	-1.918814299	-1.425151936	-0.656690895
FAT4	2.249730808	2.135424219	2.204923821	1.836044752
FATE1	-4.937648169	-5.658061578	-5.717187138	-5.906360513
FAU	6.670377368	6.760565101	6.742685778	6.36818953
FAXC	-4.382221626	-3.698175354	-3.821370172	-4.282816279
FAXDC2	2.960947111	2.458089344	2.463594161	2.035279061
FBF1	-2.766696982	-3.118212446	-3.419065389	-3.639092594
FBL	4.489886353	4.494841389	4.541419256	3.98501272
FBLIM1	3.090921601	3.05704306	3.18926161	4.457451672
FBLL1	-3.684553756	-4.215082575	-3.104488855	-2.811931939
FBLN1	3.498304609	3.128827528	3.160148725	2.910709877
FBLN2	3.0019443	0.45471544	0.456934665	0.59581804
FBLN5	-1.728344408	-2.409588879	-5.368920284	-1.697028736
FBLN7	-3.956113495	-4.113914743	-5.170744729	-5.054937507
FBN1	2.125388611	1.582394293	1.136883076	2.146940202
FBN2	3.456308465	2.956727462	3.123713501	3.139164664
FBN3	-1.933320198	-2.909921246	-2.812703664	-3.456492303
FBP1	-1.902495068	-0.958214058	-0.18912987	-1.018899925
FBP2	-0.796058505	-0.001258324	0.164825406	-0.495801221
FBRS	-1.080926236	-0.807445086	-0.713804184	-0.210125092
FBRSL1	-2.719340315	-3.10351306	-2.27123732	-3.049909676
FBXL12	4.303569385	4.019137222	4.080952127	4.774449107
FBXL13	-1.317315124	-0.413645789	-0.600748755	-0.303664917
FBXL14	-0.366328377	-0.717166328	-0.696428723	-1.582027156
FBXL15	-0.396767587	-1.676172713	-1.723408959	-0.241950957
FBXL16	-8.050550116	NA	NA	NA
FBXL17	-1.258334343	-0.634972247	-0.516420455	-0.503911586
FBXL18	-0.261855457	-1.6986156	-0.959514456	-0.087346812
FBXL19	-2.315393773	-3.339877513	-2.614391309	-2.305613928
FBXL2	1.804364495	2.150232165	2.001710942	2.526769051
FBXL20	3.010004651	3.963758379	3.724962119	3.240117009
FBXL22	-3.815052542	-4.267545477	-3.350821229	-2.937405791
FBXL3	0.925483224	1.621438073	1.426900595	1.223483903
FBXL4	2.123402316	2.011119356	1.955793535	1.867270781
FBXL5	5.048285013	4.479030845	4.514373902	4.702828656
FBXL6	-0.954208248	-1.51342125	-1.022330049	-1.161131391
FBXL7	0.959825844	1.480380948	1.409871875	2.722312159
FBXL8	-4.941014032	NA	NA	-5.441011317
FBXO10	1.183463533	0.910088724	0.901321767	0.986063055
FBXO11	1.455748768	1.726988576	1.795495115	1.717079859
FBXO15	-2.427465707	-2.038576819	-1.764375493	-2.478267194
FBXO16	0.592885004	1.124824874	1.030780509	0.305458435
FBXO17	2.235385667	2.20422454	2.041630458	0.986463323
FBXO2	-2.624117277	NA	-5.334889569	-3.317454238
FBXO21	4.332846158	3.990752686	4.071767385	4.809863475
FBXO22	2.900767382	2.801194808	2.805618454	2.274443718
FBXO24	-1.841886557	-1.839139153	-2.026156556	-2.472338846
FBXO25	0.305503172	1.616712706	1.953904844	1.417413705
FBXO27	-2.4135994	-2.818735627	-2.075624265	-3.012654708
FBXO28	1.953732648	1.877375353	1.970635506	2.044781302
FBXO3	2.588574837	3.187321929	3.102008852	2.566886451
FBXO30	1.551616495	0.817752062	1.015470957	1.36944913
FBXO31	-0.437777675	-0.724823545	-0.506937156	-0.263418025
FBXO32	-0.91955169	-0.405513209	-0.390538104	-0.455108841
FBXO33	0.932669878	1.951953467	2.149482014	1.754921319
FBXO34	1.717429707	1.359899856	1.369776406	1.782336449
FBXO36	1.552309066	2.422740587	2.436272481	1.539340257
FBXO38	3.244628124	2.741218836	2.675453656	2.902751624
FBXO39	NA	-7.33296025	-5.619877912	-3.82713419
FBXO4	1.774227764	1.956311093	1.956349458	1.640634562
FBXO40	-5.240716032	-3.688376973	-2.948905551	-2.764069189
FBXO41	-1.11206899	-0.88964662	-0.475681771	-1.233632494
FBXO42	1.887139158	1.366891985	1.543751922	1.991152754
FBXO43	-2.913278595	-1.976309695	-1.37367114	-2.631893977
FBXO44	2.653190644	1.56114376	1.574179916	1.959744507
FBXO45	1.222153422	1.555652111	1.472074404	1.111819579
FBXO46	0.441882012	0.691852132	0.859177639	0.271252689
FBXO47	NA	-6.697817139	-5.824371483	-6.964628711
FBXO48	0.413466207	0.461824321	0.277873962	0.110175216
FBXO5	2.589222738	2.359574457	2.266954907	1.460379445
FBXO6	1.549332984	0.362314886	-0.028319347	0.44913604
FBXO7	3.974427921	3.753574098	3.801919102	3.843662435
FBXO8	2.795650582	3.066792856	2.961624568	2.7463304
FBXO9	0.45679852	0.144082337	0.132265893	0.110415344
FBXW10	-7.10292151	-7.691977612	-5.454808115	-6.079873241
FBXW11	2.115914601	2.0006563	1.985257647	2.731583655
FBXW12	-2.825850727	-1.932529084	-2.098018724	-3.525836154
FBXW2	2.333055411	1.988338285	1.956285757	2.460101979
FBXW4	1.641070535	2.077325544	2.197957802	2.144811348
FBXW5	1.90767653	0.43979463	0.411346085	2.276805734
FBXW7	1.74310962	2.538406213	2.453930434	1.83770649
FBXW8	1.806688875	1.703092457	1.65664293	2.14066128
FBXW9	2.879151059	2.450656261	2.585904871	2.759552223
FCAMR	NA	NA	NA	NA
FCAR	-2.947932057	-4.427799779	-4.611836403	-4.621454091
FCER1A	-6.108028083	-4.221522704	NA	NA
FCER1G	5.340834662	4.937018514	4.72206497	3.523422704
FCER2	-4.381599905	NA	-4.325290216	-6.077098583
FCF1	2.189938673	2.456307263	2.189732215	1.988801699
FCGBP	-4.890318524	-3.055381365	-2.655773187	-3.885736435
FCGR1A	NA	-7.078929689	NA	-6.99439454
FCGR1B	NA	-5.31605985	-5.830049315	NA
FCGR2A	-3.740002744	0.041111224	-0.289343184	-0.863179075
FCGR2B	-2.292499604	3.625479041	3.035377351	2.506344025
FCGR3A	-7.415268965	-3.563640099	-3.265691772	-7.289311714
FCGR3B	NA	NA	-4.918281863	NA
FCGRT	3.938465071	3.807413543	3.743931001	5.809557856
FCHO1	-2.075353628	-1.363620418	-1.28826872	-2.059630353
FCHO2	2.984298399	2.557564023	2.645331938	3.154325635
FCHSD1	0.716404975	-0.169632299	-0.395367998	1.309227368
FCHSD2	2.539468899	2.654643832	2.650567587	3.022108442
FCMR	NA	NA	NA	-1.90158922
FCN1	NA	-5.004908086	-4.419594084	-7.078176288
FCN2	NA	NA	NA	NA
FCN3	6.329998944	4.3813457	4.178051766	4.973041704
FCRL1	NA	NA	NA	-7.782419243
FCRL2	-7.307267607	-6.311361209	-7.964666827	-6.529966266
FCRL3	NA	NA	-6.749986666	NA
FCRL4	NA	NA	NA	NA
FCRL5	-8.603177675	NA	NA	-9.044871261
FCRL6	NA	-6.975136649	-4.230850459	NA
FCRLA	-7.766017899	NA	-5.05627534	-5.008240271
FCRLB	-3.031327057	-1.444599788	-2.228674705	-1.161483212
FDCSP	NA	NA	NA	NA
FDFT1	7.316499425	7.162824985	7.245377387	6.822757146
FDPS	6.29625573	6.564284648	6.488387185	6.504109304
FDX1	1.909509254	2.821774635	2.780290536	2.173085419
FDXACB1	1.021538583	1.033301729	1.196192347	0.004433618
FDXR	0.403523298	-0.772736802	-0.705310657	0.265589561
FECH	3.070141168	3.237892396	3.214758078	3.579431922
FEM1A	-1.75108266	-1.089921307	-0.574624505	-1.216697598
FEM1B	2.074683724	2.174566111	2.196277749	1.64127933
FEM1C	1.847008119	1.723712704	1.757373046	2.756198102
FEN1	5.433008288	5.212059599	5.193675844	4.537733252
FER	2.451725464	2.394254952	2.48805097	2.531230159
FER1L5	-2.652674214	-2.389324971	-2.960525704	-2.650792695
FER1L6	-5.246420062	-5.392331313	-5.246663011	-5.023870063
